examples/anpu_recursive_sdf_renderer.anb	0	3	3	0
examples/codex_20260709_language_tour.anb	0	\t	0
examples/codex_20260725_recovery_quorum.anb	0	4	4	0
examples/codex_language_study_demo.anb	0	\t	0
examples/codex_thoth_external_witness.anb	0	\t	0
examples/core_language_showcase.anb	0	10	10	0
examples/crypto/rwc_hybrid_envelope.anb	0	\t	0
examples/crypto/rwc_session_keys.anb	0	\t	0
examples/crypto/rwc_tuple_hash.anb	0	\t	0
examples/daily_focus.anb	0	\t	0
examples/declassify_missing_policy.anb	1	\t	0
examples/enum_status.anb	0	\t	0
examples/enum_struct_variant.anb	0	\t	0
examples/for_in_list.anb	0	\t	0
examples/hall_of_two_truths.anb	0	1	1	0
examples/hello.anb	0	\t	0
examples/hello_normal.anb	0	\t	0
examples/hermes_dual_path_seal.anb	0	\t	0
examples/if_expr.anb	0	1	1	0
examples/industry/aether_agent_governance.anb	1	12	12	0
examples/industry/ennead_consensus_kernel.anb	0	34	34	0
examples/industry/lifeline_resilience_optimizer.anb	0	12	12	0
examples/industry/nexus_execution_kernel.anb	0	29	29	0
examples/industry/nexus_zk_decision.anb	0	1	1	0
examples/industry/nexus_zk_decision_proof.anb	0	\t	0
examples/industry/sovereign_gl_risk_engine.anb	0	1	1	0
examples/lang/mono_id_smoke.anb	0	\t	0
examples/lang/mono_var_smoke.anb	0	\t	0
examples/lang/multifile/main.anb	0	\t	0
examples/lang/multifile/math.anb	0	\t	0
examples/lang_power_trio.anb	0	\t	0
examples/lang/stdlib_net_smoke.anb	0	\t	0
examples/lang/stdlib_rand_smoke.anb	0	\t	0
examples/lang/stdlib_time_smoke.anb	0	\t	0
examples/map_dict.anb	0	\t	0
examples/metal_parity_arithmetic.anb	0	1	1	0
examples/metal_parity_hello.anb	0	\t	0
examples/metal_parity_symbolic_safe.anb	0	1	1	0
examples/physics/fast_magnetic_reconnection.anb	0	1	1	0
examples/physics/orszag_tang_plasmoid_cascade.anb	0	2	2	0
examples/policy_declassify_report.anb	0	\t	0
examples/prime_sieve.anb	0	\t	0
examples/programs/aegis_vm.anb	0	22	22	0
examples/programs/double_entry_ledger/ledger.anb	1	18	18	0
examples/programs/expense_ledger/expense_ledger.anb	1	14	14	0
examples/programs/formal_kernel/formal_kernel.anb	0	17	17	0
examples/programs/formal_kernel/formal_kernel_hard_tests.anb	0	7	7	0
examples/programs/maat_recovery_authority/main.anb	0	67	67	0
examples/programs/snake/snake.anb	1	71	72	1
examples/programs/trifecta_attack_rejected.anb	1	\t	0
examples/programs/trifecta_certifier.anb	1	46	46	0
examples/programs/trifecta_taint_layer.anb	0	1	1	0
examples/proof_factorial.anb	0	\t	0
examples/proof_fib.anb	0	\t	0
examples/proof/proof_assert_range.anb	0	\t	0
examples/proof/proof_enum_status.anb	0	\t	0
examples/proof/proof_factorial_input.anb	0	\t	0
examples/proof/proof_for_in_sum.anb	0	\t	0
examples/proof/proof_lang_trio.anb	0	\t	0
examples/proof/proof_multi_field.anb	0	\t	0
examples/proof/proof_named_fields.anb	0	\t	0
examples/release_gate.anb	0	4	4	0
examples/risc0_receipt.anb	0	\t	0
examples/sealed_ledger.anb	0	\t	0
examples/secret_declassify_hello.anb	0	\t	0
examples/security/anvil_threat_hunter.anb	0	4	5	1
